popst,Eliane2,Cadu,Souza,AraraClayton,Gabriel,Victor,Adriano3,LeonardoPinheiro,MaisOuMenos,LuisEduardo,Valentim2,Pedro02,Gabrielp,Vitoria,Medusa,Adriano1,MediaAna,JoaoHonesto,Eliane,GuilhermePassos2,rafaelmesq,GuilhermePassos,AleaJactaEst,Fernanda,FlavioCoelho,Otto2,Oda,CorreVento,Pedro01,Otto,Arthur2,Cecilia2,LeoRodrigues,jefferson,Daniel,AntonioPulcherio,Adriano2,Valentim,Arthur,Luciene,jefferson2,GuilhermeBarros,Cecilia1,wd1,FlavioCCoelho,KatnissEverdin,Vivis3,MaxRep,leondiniz,Cascalho,GuilhermePassos3
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.5294117647058824,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.7450980392156863,1.0,0.0,1.0,1.0,0.5686274509803921,0.5686274509803921,1.0,1.0,0.5098039215686274,0.0,0.0,0.5098039215686274,0.7647058823529411,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.5098039215686274,1.0,1.0,1.0,1.0,1.0,1.0,0.6078431372549019,1.0
0.8921568627450981,1.0,0.3137254901960784,1.0,0.3137254901960784,0.11764705882352941,0.0,0.38235294117647056,1.0,0.11764705882352941,0.9901960784313726,0.21568627450980393,0.0784313725490196,0.11764705882352941,0.5588235294117647,0.5,0.3333333333333333,0.3235294117647059,0.3137254901960784,0.058823529411764705,1.0,0.0,1.0,0.7647058823529411,0.6078431372549019,0.0,1.0,[0.78431373],0.49019607843137253,0.5686274509803921,1.0,0.6666666666666666,0.5196078431372549,0.5,0.21568627450980393,0.49019607843137253,0.6470588235294118,0.3333333333333333,1.0,0.6862745098039216,0.7745098039215687,0.7843137254901961,0.09803921568627451,0.2549019607843137,1.0,1.0,1.0,0.5,0.7254901960784313,0.5,0.6470588235294118,1.0
0.8954248366013072,0.9215686274509803,0.42483660130718953,1.0,0.3790849673202614,0.2679738562091503,0.0,0.4117647058823529,0.7843137254901961,0.24836601307189543,0.9477124183006536,0.3137254901960784,0.1503267973856209,0.2679738562091503,0.5490196078431373,0.49673202614379086,0.39215686274509803,0.40522875816993464,0.42483660130718953,0.10457516339869281,1.0,0.0,1.0,0.7777777777777778,0.45751633986928103,0.0,1.0,[0.68627451],0.5163398692810458,0.6013071895424836,1.0,0.5816993464052288,0.5228758169934641,0.6666666666666666,0.3137254901960784,0.40522875816993464,0.6535947712418301,0.43790849673202614,1.0,0.5751633986928104,0.7581699346405228,0.6862745098039216,0.1568627450980392,0.20261437908496732,1.0,1.0,1.0,0.46405228758169936,0.5620915032679739,0.3333333333333333,0.6862745098039216,0.7516339869281046
0.9117647058823529,0.8921568627450981,0.47549019607843135,1.0,0.43137254901960786,0.3627450980392157,0.0,0.4264705882352941,0.6666666666666666,0.3333333333333333,0.9264705882352942,0.36764705882352944,0.14215686274509803,0.3627450980392157,0.5343137254901961,0.49019607843137253,0.44607843137254904,0.4362745098039216,0.44607843137254904,0.12745098039215685,0.8529411764705882,0.0,0.8137254901960784,0.7598039215686274,0.4019607843137255,0.0,1.0,[0.62745098],0.5147058823529411,0.5882352941176471,1.0,0.5294117647058824,0.5147058823529411,0.75,0.36764705882352944,0.37254901960784315,0.6274509803921569,0.3284313725490196,1.0,0.5490196078431373,0.7598039215686274,0.6323529411764706,0.19117647058823528,0.17647058823529413,1.0,1.0,1.0,0.47058823529411764,0.46568627450980393,0.39705882352941174,0.6862745098039216,0.6323529411764706
0.9137254901960784,0.8862745098039215,0.5098039215686274,1.0,0.4666666666666667,0.42745098039215684,0.0,0.42745098039215684,0.5803921568627451,0.39215686274509803,0.9176470588235294,0.40784313725490196,0.19215686274509805,0.42745098039215684,0.5450980392156862,0.47843137254901963,0.4823529411764706,0.44313725490196076,0.4745098039215686,0.13725490196078433,0.7607843137254902,0.0,0.6941176470588235,0.7686274509803922,0.37254901960784315,0.0,1.0,[0.61960784],0.49411764705882355,0.5686274509803921,1.0,0.49411764705882355,0.5098039215686274,0.8,0.40784313725490196,0.3568627450980392,0.6431372549019608,0.4235294117647059,1.0,0.5254901960784314,0.7607843137254902,0.5882352941176471,0.19607843137254902,0.1607843137254902,1.0,1.0,1.0,0.49019607843137253,0.4,0.4549019607843137,0.6823529411764706,0.5607843137254902
0.9019607843137255,0.8823529411764706,0.5522875816993464,1.0,0.4934640522875817,0.4738562091503268,0.0,0.42810457516339867,0.5163398692810458,0.43790849673202614,0.9117647058823529,0.434640522875817,0.23529411764705882,0.4738562091503268,0.5522875816993464,0.47058823529411764,0.45098039215686275,0.47058823529411764,0.47058823529411764,0.13725490196078433,0.7026143790849673,0.0,0.6111111111111112,0.7777777777777778,0.34967320261437906,0.0,1.0,[0.60457516],0.48366013071895425,0.5490196078431373,1.0,0.49019607843137253,0.5065359477124183,0.8333333333333334,0.434640522875817,0.3464052287581699,0.6503267973856209,0.35294117647058826,1.0,0.5130718954248366,0.7647058823529411,0.5588235294117647,0.2222222222222222,0.1503267973856209,1.0,1.0,0.9575163398692811,0.5065359477124183,0.3562091503267974,0.4934640522875817,0.6895424836601307,0.5196078431372549
0.907563025210084,0.8795518207282913,0.5770308123249299,1.0,0.5126050420168067,0.5042016806722689,0.0,0.42016806722689076,0.4733893557422969,0.4677871148459384,0.9047619047619048,0.46218487394957986,0.226890756302521,0.5042016806722689,0.5490196078431373,0.4565826330532213,0.42296918767507,0.48739495798319327,0.484593837535014,0.13725490196078433,0.6554621848739496,0.0,0.5490196078431373,0.7927170868347339,0.3389355742296919,0.0,1.0,[0.59943978],0.48179271708683474,0.5434173669467787,1.0,0.47619047619047616,0.5042016806722689,0.8571428571428571,0.46218487394957986,0.3389355742296919,0.6470588235294118,0.3025210084033613,1.0,0.5042016806722689,0.7675070028011205,0.5350140056022409,0.22408963585434175,0.14285714285714285,1.0,1.0,0.927170868347339,0.5182072829131653,0.32212885154061627,0.5210084033613446,0.6722689075630253,0.48739495798319327
0.9093137254901961,0.8774509803921569,0.6004901960784313,1.0,0.5294117647058824,0.5269607843137255,0.0,0.4117647058823529,0.4411764705882353,0.49019607843137253,0.8946078431372549,0.4852941176470588,0.28431372549019607,0.5269607843137255,0.5490196078431373,0.44362745098039214,0.45098039215686275,0.48284313725490197,0.4877450980392157,0.1323529411764706,0.6200980392156863,0.0,0.5,0.7990196078431373,0.33578431372549017,0.0,1.0,[0.6004902],0.4803921568627451,0.5318627450980392,1.0,0.4534313725490196,0.5024509803921569,0.875,0.4852941176470588,0.33578431372549017,0.6470588235294118,0.36519607843137253,1.0,0.49264705882352944,0.7696078431372549,0.5122549019607843,0.23529411764705882,0.13970588235294118,1.0,1.0,0.8995098039215687,0.5294117647058824,0.2965686274509804,0.5416666666666666,0.6813725490196079,0.47058823529411764
0.9193899782135077,0.8779956427015251,0.6122004357298475,1.0,0.5468409586056645,0.5446623093681917,0.0,0.40522875816993464,0.41612200435729846,0.5054466230936819,0.8888888888888888,0.5032679738562091,0.29411764705882354,0.5446623093681917,0.5599128540305011,0.4335511982570806,0.42919389978213507,0.4989106753812636,0.49019607843137253,0.1328976034858388,0.5925925925925926,0.0,0.4596949891067538,0.7995642701525054,0.3289760348583878,0.0,1.0,[0.58823529],0.48148148148148145,0.5228758169934641,1.0,0.4444444444444444,0.5010893246187363,0.8888888888888888,0.5032679738562091,0.3311546840958606,0.6405228758169934,0.32461873638344224,1.0,0.477124183006536,0.7712418300653595,0.49455337690631807,0.24618736383442266,0.13507625272331156,1.0,1.0,0.8779956427015251,0.5359477124183006,0.2766884531590414,0.5599128540305011,0.6797385620915033,0.45098039215686275
0.9196078431372549,0.8784313725490196,0.6215686274509804,1.0,0.5549019607843138,0.5588235294117647,0.0,0.403921568627451,0.396078431372549,0.5176470588235295,0.8803921568627451,0.5137254901960784,0.2901960784313726,0.5588235294117647,0.5607843137254902,0.4294117647058823,0.45294117647058824,0.5117647058823529,0.49019607843137253,0.12941176470588237,0.5764705882352941,0.0,0.43137254901960786,0.796078431372549,0.32745098039215687,0.0,1.0,[0.58235294],0.49019607843137253,0.5294117647058824,1.0,0.4470588235294118,0.5,0.9,0.5137254901960784,0.33137254901960783,0.6411764705882353,0.37254901960784315,1.0,0.4725490196078431,0.7725490196078432,0.4843137254901961,0.2529411764705882,0.13333333333333333,1.0,1.0,0.8607843137254902,0.5411764705882353,0.2607843137254902,0.5745098039215686,0.6764705882352942,0.43529411764705883
